protein,chain,group,group1,group1,group1,group1,group1,group1,group_old,group3,group1,group6,group4,,protein2,#amino acids,#keys,#keys_with_freq,,percent_threshold,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1
1X7R,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,127,1X7R,235,570666,2135445,,100,95,90,85,80,75,70,65,60,55,50
1XB7,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,129,1XB7,215,381525,1633355,,100,95,90,85,80,75,70,65,60,55,50
1XP1,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,136,1XP1,245,639464,2421090,,100,95,90,85,80,75,70,65,60,55,50
1XP6,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,137,1XP6,245,639328,2421090,,100,95,90,85,80,75,70,65,60,55,50
1XP9,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,138,1XP9,245,639848,2421090,,100,95,90,85,80,75,70,65,60,55,50
1XPC,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,139,1XPC,245,639959,2421090,,100,95,90,85,80,75,70,65,60,55,50
1XQC,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,141,1XQC,224,504731,1848224,,100,95,90,85,80,75,70,65,60,55,50
1YIM,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,149,1YIM,245,639629,2421090,,100,95,90,85,80,75,70,65,60,55,50
1YIN,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,150,1YIN,241,618949,2303960,,100,95,90,85,80,75,70,65,60,55,50
1YY4,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,152,1YY4,225,526997,1873200,,100,95,90,85,80,75,70,65,60,55,50
1YYE,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,153,1YYE,228,533770,1949476,,100,95,90,85,80,75,70,65,60,55,50
1ZAF,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,155,1ZAF,228,535448,1949476,,100,95,90,85,80,75,70,65,60,55,50
2AYR,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,184,2AYR,246,608581,2450980,,100,95,90,85,80,75,70,65,60,55,50
2B1Z,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,185,2B1Z,232,562847,2054360,,100,95,90,85,80,75,70,65,60,55,50
2BJ4,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,188,2BJ4,218,522909,1703016,,100,95,90,85,80,75,70,65,60,55,50
2E2R,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,200,2E2R,227,525805,1923825,,100,95,90,85,80,75,70,65,60,55,50
2EWP,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,201,2EWP,224,511327,1848224,,100,95,90,85,80,75,70,65,60,55,50
2FSZ,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,205,2FSZ,223,522080,1823471,,100,95,90,85,80,75,70,65,60,55,50
2GIU,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,211,2GIU,225,511653,1873200,,100,95,90,85,80,75,70,65,60,55,50
2GP7,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,213,2GP7,224,513412,1848224,,100,95,90,85,80,75,70,65,60,55,50
2GPO,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,214,2GPO,224,512829,1848224,,100,95,90,85,80,75,70,65,60,55,50
2GPP,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,215,2GPP,225,518553,1873200,,100,95,90,85,80,75,70,65,60,55,50
2GPU,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,216,2GPU,222,506833,1798940,,100,95,90,85,80,75,70,65,60,55,50
2I0G,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,231,2I0G,221,499489,1774630,,100,95,90,85,80,75,70,65,60,55,50
2I0J,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,232,2I0J,221,542510,1774630,,100,95,90,85,80,75,70,65,60,55,50
2IOG,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,241,2IOG,243,634830,2362041,,100,95,90,85,80,75,70,65,60,55,50
2IOK,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,242,2IOK,227,539562,1923825,,100,95,90,85,80,75,70,65,60,55,50
2J7X,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,245,2J7X,228,543895,1949476,,100,95,90,85,80,75,70,65,60,55,50
2J7Y,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,246,2J7Y,226,530577,1898400,,100,95,90,85,80,75,70,65,60,55,50
2JF9,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,249,2JF9,215,532774,1633355,,100,95,90,85,80,75,70,65,60,55,50
2JFA,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,250,2JFA,221,539786,1774630,,100,95,90,85,80,75,70,65,60,55,50
2JJ3,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,251,2JJ3,223,509113,1823471,,100,95,90,85,80,75,70,65,60,55,50
2NV7,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,254,2NV7,228,534766,1949476,,100,95,90,85,80,75,70,65,60,55,50
2OCF,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,259,2OCF,231,571014,2027795,,100,95,90,85,80,75,70,65,60,55,50
2OUZ,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,261,2OUZ,246,644038,2450980,,100,95,90,85,80,75,70,65,60,55,50
2P15,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,265,2P15,242,612998,2332880,,100,95,90,85,80,75,70,65,60,55,50
2P7A,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,274,2P7A,223,514188,1823471,,100,95,90,85,80,75,70,65,60,55,50
2P7G,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,275,2P7G,222,507229,1798940,,100,95,90,85,80,75,70,65,60,55,50
2P7Z,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,276,2P7Z,207,461586,1456935,,100,95,90,85,80,75,70,65,60,55,50
2PJL,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,287,2PJL,218,371798,1703016,,100,95,90,85,80,75,70,65,60,55,50
2POG,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,291,2POG,233,541203,2081156,,100,95,90,85,80,75,70,65,60,55,50
2Q6J,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,300,2Q6J,242,617351,2332880,,100,95,90,85,80,75,70,65,60,55,50
2Q70,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,303,2Q70,235,558880,2135445,,100,95,90,85,80,75,70,65,60,55,50
2QA6,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,309,2QA6,243,616065,2362041,,100,95,90,85,80,75,70,65,60,55,50
2QA8,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,310,2QA8,229,552185,1975354,,100,95,90,85,80,75,70,65,60,55,50
2QAB,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,311,2QAB,236,603469,2162940,,100,95,90,85,80,75,70,65,60,55,50
2QE4,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,312,2QE4,207,468241,1456935,,100,95,90,85,80,75,70,65,60,55,50
2QGT,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,313,2QGT,237,606474,2190670,,100,95,90,85,80,75,70,65,60,55,50
2QGW,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,314,2QGW,236,604018,2162940,,100,95,90,85,80,75,70,65,60,55,50
2QH6,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,315,2QH6,232,583164,2054360,,100,95,90,85,80,75,70,65,60,55,50
2QR9,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,318,2QR9,242,613788,2332880,,100,95,90,85,80,75,70,65,60,55,50
2QSE,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,319,2QSE,238,588836,2218636,,100,95,90,85,80,75,70,65,60,55,50
2QTU,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,320,2QTU,219,492074,1726669,,100,95,90,85,80,75,70,65,60,55,50
2QXM,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,321,2QXM,233,573511,2081156,,100,95,90,85,80,75,70,65,60,55,50
2QXS,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,322,2QXS,236,598539,2162940,,100,95,90,85,80,75,70,65,60,55,50
2QZO,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,323,2QZO,227,542544,1923825,,100,95,90,85,80,75,70,65,60,55,50
2R6W,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,326,2R6W,229,526072,1975354,,100,95,90,85,80,75,70,65,60,55,50
2R6Y,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,327,2R6Y,232,543011,2054360,,100,95,90,85,80,75,70,65,60,55,50
2YAT,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,376,2YAT,227,524225,1923825,,100,95,90,85,80,75,70,65,60,55,50
2YJD,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,383,2YJD,223,525302,1823471,,100,95,90,85,80,75,70,65,60,55,50
2YLY,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,387,2YLY,219,508065,1726669,,100,95,90,85,80,75,70,65,60,55,50
2Z4B,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,390,2Z4B,221,499179,1774630,,100,95,90,85,80,75,70,65,60,55,50
2ZAS,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,392,2ZAS,227,526048,1923825,,100,95,90,85,80,75,70,65,60,55,50
2ZBS,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,393,2ZBS,227,526231,1923825,,100,95,90,85,80,75,70,65,60,55,50
2ZKC,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,402,2ZKC,226,525279,1898400,,100,95,90,85,80,75,70,65,60,55,50
3D24,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,472,3D24,209,361190,1499784,,100,95,90,85,80,75,70,65,60,55,50
3DT3,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,486,3DT3,236,573331,2162940,,100,95,90,85,80,75,70,65,60,55,50
3ERT,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,489,3ERT,246,641663,2450980,,100,95,90,85,80,75,70,65,60,55,50
3K6P,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,556,3K6P,226,414394,1898400,,100,95,90,85,80,75,70,65,60,55,50
3OLL,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,628,3OLL,234,573613,2108184,,100,95,90,85,80,75,70,65,60,55,50
3OLS,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,629,3OLS,229,556370,1975354,,100,95,90,85,80,75,70,65,60,55,50
3OMO,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,632,3OMO,229,555334,1975354,,100,95,90,85,80,75,70,65,60,55,50
3OMP,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,633,3OMP,229,556799,1975354,,100,95,90,85,80,75,70,65,60,55,50
3OMQ,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,634,3OMQ,229,557528,1975354,,100,95,90,85,80,75,70,65,60,55,50
3OS8,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,638,3OS8,240,608355,2275280,,100,95,90,85,80,75,70,65,60,55,50
3OS9,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,639,3OS9,233,590808,2081156,,100,95,90,85,80,75,70,65,60,55,50
3OSA,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,640,3OSA,239,604121,2246839,,100,95,90,85,80,75,70,65,60,55,50
3Q95,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,659,3Q95,243,613640,2362041,,100,95,90,85,80,75,70,65,60,55,50
3UU7,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,711,3UU7,237,590781,2190670,,100,95,90,85,80,75,70,65,60,55,50
3UUA,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,712,3UUA,241,616027,2303960,,100,95,90,85,80,75,70,65,60,55,50
3UUC,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,713,3UUC,220,512057,1750540,,100,95,90,85,80,75,70,65,60,55,50
3UUD,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,714,3UUD,240,600345,2275280,,100,95,90,85,80,75,70,65,60,55,50
4DMA,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,801,4DMA,238,604810,2218636,,100,95,90,85,80,75,70,65,60,55,50
4IU7,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,853,4IU7,235,595511,2135445,,100,95,90,85,80,75,70,65,60,55,50
4IUI,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,854,4IUI,211,467457,1543465,,100,95,90,85,80,75,70,65,60,55,50
4IV2,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,855,4IV2,231,574627,2027795,,100,95,90,85,80,75,70,65,60,55,50
4IV4,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,856,4IV4,229,560424,1975354,,100,95,90,85,80,75,70,65,60,55,50
4IVW,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,857,4IVW,234,590127,2108184,,100,95,90,85,80,75,70,65,60,55,50
4IVY,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,858,4IVY,229,564330,1975354,,100,95,90,85,80,75,70,65,60,55,50
4IW6,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,859,4IW6,233,585340,2081156,,100,95,90,85,80,75,70,65,60,55,50
4IW8,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,860,4IW8,239,612481,2246839,,100,95,90,85,80,75,70,65,60,55,50
4IWC,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,861,4IWC,236,602463,2162940,,100,95,90,85,80,75,70,65,60,55,50
4IWF,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,862,4IWF,236,605517,2162940,,100,95,90,85,80,75,70,65,60,55,50
4J24,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,865,4J24,225,535812,1873200,,100,95,90,85,80,75,70,65,60,55,50
4J26,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,866,4J26,228,545197,1949476,,100,95,90,85,80,75,70,65,60,55,50
4MG5,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,911,4MG5,239,601194,2246839,,100,95,90,85,80,75,70,65,60,55,50
4MG6,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,912,4MG6,233,569978,2081156,,100,95,90,85,80,75,70,65,60,55,50
4MG7,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,913,4MG7,238,595048,2218636,,100,95,90,85,80,75,70,65,60,55,50
